Unnamed: 0,text,label
1316,đón đùn djxnd đhd đ hán ánh e đi t fnc cnđkkd x uhx d zyzzb d,"[0, 0, 0, 0, 0, 0, 0]"
1317,hàng giao nhanh trông ngoài hộp sạch_sẽ đầy_đủ tem mác dùng đánh_giá đc chất_lượng,"[1, 0, 1, 0, 0, 1, 0]"
1318,đều_đều tháng hộp bên thích mua hàng luôn giao nhanh gói cẩn_thận giá tốt,"[1, 1, 0, 0, 0, 0, 0]"
1319,ai biết đâu em ơi anh ơi xem ai biết đâu ai biết đâu,"[0, 0, 0, 0, 0, 0, 0]"
1320,giao hang nhanh,"[1, 0, 0, 0, 0, 0, 0]"
1321,hàng date mới chất_lượng đóng_gói cẩn_thận ủng_hộ tiếp,"[1, 0, 0, 1, 0, 1, 0]"
1322,giao hàng nhanh ạ tuy_nhiên nhận đc một hộp sữa móp bép dúm đầu luôn ạ,"[0, 0, 0, 0, 0, 0, 1]"
1323,đóng_gói sản_phẩm đẹp chắc_chắn giao hàng nhanh đầu chị nhà vận_chuyển ninja van shiper nhiệt_tình vui_tính,"[1, 0, 0, 0, 1, 0, 0]"
1324,o mua tiếp móp,"[1, 0, 0, 0, 0, 0, 0]"
1325,đóng_gói cẩn_thận tuy_nhiên ship hoả_tốc đặt 16 19 mới nhận hàng bt đặt bao_giờ lâu luôn ship lâu thực_sự hài_lòng dùng đánh_giá loại bột hộp giấy số pha nước 40do khó tan trk lo,"[1, 0, 0, 1, 0, 1, 0]"
1326,bao_bì sản_phẩm đẹp đóng hàng chắc_chắn giao hàng nhanh chất_lượng ok mềm_mỏng thấm hút tốt giá_cả hợp_lí,"[1, 1, 0, 1, 0, 0, 0]"
1327,hộp đẹp check mã_vạch đúng,"[1, 0, 1, 0, 0, 0, 0]"
1328,nhận ạ mong bé hợp_tác,"[0, 0, 0, 0, 0, 0, 1]"
1329,mua đc giá sale 857k hoàn 80k xu giao hàg nhanh qua_ngày nhận đc hàg,"[1, 1, 0, 0, 0, 0, 0]"
1330,giao hàng nhanh móp chất_lượng ok,"[1, 0, 0, 1, 0, 0, 0]"
1331,hàng đẹp chất_lượng ổn giao hàng nhanh nhiệt_tình thân_thiện ủng_hộ tiếp nhu_cầu,"[1, 0, 0, 1, 1, 0, 0]"
1332,giao hàng nhanh đúng sản_phẩm đóng_gói cẩn_thận chắc_chắn 0,"[1, 0, 0, 0, 0, 0, 0]"
1333,nznja nsjmxksksksm sl kskskskskmsmamsmsmsm nsmsmsmmsmsmmssm,"[0, 0, 0, 0, 0, 0, 0]"
1334,giao hàng đóng_gói nhanh cẩn_thận sữa date 2022 trả_lời khách nhanh,"[1, 0, 0, 0, 1, 1, 0]"
1335,đóng hàng cẩn_thận hàng mô_tả mỗi_tội giao hàng lâu,"[1, 0, 0, 0, 0, 0, 0]"
1336,ngon,"[0, 0, 0, 0, 0, 0, 1]"
1337,bỉm ok mua giao hàng tạm,"[1, 0, 0, 1, 0, 0, 0]"
1338,mua nhìu giao hàng cực nhanh ủng_hộ,"[1, 0, 0, 0, 0, 0, 0]"
1339,sữa date tới 2022 ok đóng_gói kỹ,"[1, 0, 0, 0, 0, 1, 0]"
1340,sp tuyệt j chê luôn ủng_hộ dài_dài,"[0, 0, 0, 1, 0, 0, 0]"
1341,đóng_gói cẩn_thận ủng_hộ,"[1, 0, 0, 0, 0, 0, 0]"
1342,sữa chất_lượng luôn ủng_hộ,"[0, 0, 0, 1, 0, 0, 0]"
1343,mua sữa tin_tưởng mua dùng bé luôn mã giảm_giá sữa rẻ mua_lẻ ở ngoài,"[0, 1, 0, 0, 0, 0, 0]"
1344,sản_phẩm tốt giá_cả hơp lý,"[0, 1, 0, 1, 0, 0, 0]"
1345,hàng đóng_gói đẹp,"[1, 0, 0, 0, 0, 0, 0]"
1346,cảm_ơn hàng đảm_bảo tem mác đàng hàng giao hàng nhanh,"[1, 0, 1, 0, 0, 0, 0]"
1347,nowship nhanh date tháng 12 tốt trc con thích sữa lắm,"[1, 0, 0, 0, 0, 1, 0]"
1348,giao hàng siêu nhanh bọc hàng cẩn_thận giá chỗ m tốt hi_vọng hàng chuẩn ủng_hộ dài,"[1, 1, 0, 0, 1, 0, 0]"
1349,thời_gian giao hàng nhanh đóng_gói cẩn thậnnnnnnnnnnn,"[1, 0, 0, 0, 0, 0, 0]"
1350,giao hàng nhanh đóng_gói cẩn_thận date mới uy_tín nhiệt_tình ủng_hộ n,"[1, 0, 1, 0, 1, 1, 0]"
1351,đẹppppp lắmmmmmm okkkkkkkk thanks luôn ủng_hộ,"[0, 0, 0, 0, 0, 0, 0]"
1352,nhận hàng nhận hàng nhận hàng nhận hàng nhận hàng,"[0, 0, 0, 0, 0, 0, 0]"
1353,rat hai_long giao hàng nhanh đóng_gói chắc_chắn nhiệt_tình đung size ủng_hộ dài,"[1, 0, 0, 0, 1, 0, 0]"
1354,sp ok dùng biết thế_nào giao hàng lâu luôn,"[1, 0, 0, 1, 0, 0, 1]"
1355,hàng mới date 6 2020,"[0, 0, 0, 1, 0, 1, 0]"
1356,thời_gian chuẩn_bị nhanh chất_lượng ok ok ok tiếp_tục ủng_hộ,"[1, 0, 0, 1, 0, 0, 0]"
1357,cảm_ơn nhận hàng,"[0, 0, 0, 0, 0, 0, 1]"
1358,thứ mua hàng giao nhanh đóng_gói cẩn_thận ủng_hộ tiếp 5,"[1, 0, 0, 0, 0, 0, 0]"
1359,tốt se tiep tuc ung ho,"[0, 0, 0, 0, 0, 0, 1]"
1360,giao hàng nhanh đóng_gói cẩn_thận quà xinh_xắn nhầm quà tý cảm_ơn nhé,"[1, 0, 0, 0, 1, 0, 0]"
1361,giảm cân đúng _ cách nhanh _ chóng trong 15 ngày giảm cân _ khó đúng _ cách mới bạn thời_gian tham_gia khoá tập_luyện thể_hình bạn tất _ bật công_việc hãy tôi giúp bạn 2s bữa ăn sáng 30p giúp bạn,"[0, 0, 0, 0, 0, 0, 0]"
1362,ghi hạn sử_dụng 082021 thực_tế 072021 update thông_tin,"[0, 0, 0, 0, 0, 0, 1]"
1363,giao hàng nhanh đặt_hàng hôm hôm nhận đc luôn sp phù_hợp giá tiền,"[1, 1, 0, 0, 0, 0, 0]"
1364,chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng nhanh đóng_gói sản_phẩm chắc_chắn,"[1, 0, 0, 1, 1, 0, 0]"
1365,giao hàng lâu sp móp,"[1, 0, 0, 0, 0, 0, 0]"
1366,sữa check mã_vạch date giống thông_tin giao nhanh,"[1, 0, 1, 0, 0, 0, 0]"
1367,đóng_gói cẩn_thận vc nhanh tưởng mua đc m,"[1, 0, 0, 0, 1, 0, 0]"
1368,treatment hair collagen coconut milk sữa chính_hãng giao hàng nhiệt_tình nhanh siêu cấp nha,"[1, 0, 1, 0, 0, 0, 0]"
1369,hàng đóng_gói cẩn_thận giao hàng nhanh về chất_lượng yên_tâm mua ạ sữa thơm ngon đi đâu xa mang đi tiện ạ,"[1, 0, 0, 1, 0, 0, 0]"
1370,mua ok dndndjdjdndndndnxncncncndnndndndndndnxnx,"[0, 0, 0, 0, 0, 0, 0]"
1371,sữa chuẩn thơm mua lắm giao hàng nhanh lắm,"[1, 0, 1, 1, 0, 0, 0]"
1372,chất_lượng sản_phẩm tốt đóng_gói chắc_chắn giao nhanh,"[1, 0, 0, 1, 0, 0, 0]"
1373,bỉm yubest nature dùng okkkkkkkkkkkkkkkk,"[0, 0, 0, 0, 0, 0, 0]"
1374,mua rùi luôn tặng quà nhỏ nhỏ xinh_xinh bỉm dùng tốt nha mn,"[0, 0, 0, 1, 1, 0, 1]"
1375,sản_phẩm đóng_gói cẩn_thận dùng bit chất_lượng,"[1, 0, 0, 0, 0, 0, 0]"
1376,sữa date dài nhé mọi ng mua mua mua giá rẻ bên ngoài dùng thích mua mua mua giá rẻ bên ngoài,"[0, 1, 0, 0, 0, 1, 0]"
1377,ủng_hộ thứ 5 luôn tin_tưởng mong m_ăn hàng thật nhận hàng móp sữa o,"[0, 0, 0, 0, 0, 0, 1]"
1378,giao hàng nhanh mua thứ oy nhiệt_tình ủng_hộ,"[1, 0, 0, 0, 1, 0, 0]"
1379,hhhhkkjbghb bhhb vbbbbbbvvggguolbcxcbnvvccvvhbvcccvvvvvffffgfv bhhbbbxsaeukjbvcvvvvvbbp,"[0, 0, 0, 0, 0, 0, 0]"
1380,đóng_gói vs giao hàng nhanh sản_phẩm nhập_khẩu chính_hãng dán gợi_ý tiếng việt người dùng,"[1, 0, 1, 0, 0, 0, 0]"
1381,sản_phẩm dán băng keo mong đừng dán băng keo quấn bong_bóng khí a cảm_ơn,"[1, 0, 0, 0, 0, 0, 1]"
1382,chất_lượng sản_phẩm tuyệt_vời giao hàng nhanh đóng_gói cẩn_thận,"[1, 0, 0, 1, 0, 0, 0]"
1383,đóng_gói chắc_chắn méo 23 hộp quan_trọng chất_lượng sữa thôi hộp quan_trọng _mà hộp đẹp thích bé nhà sdd lười ăn mong uống sữa cải_thiện tình_hình,"[1, 0, 0, 0, 1, 0, 0]"
1384,gh siêu nhanh sữa chuẩn đúng độ tuổi thanks,"[1, 0, 1, 0, 0, 0, 0]"
1385,thong bao quy khach da duoc viettel kich hoat tai khoan goi noi mang mien phi voi quyen loi chon viettel de goi mien phi khong gioi han va co 5 phut goi den bat ky viettel nao de su dung quy khach phai cai ung_dung mocha va goi call out link cai http mocha com vnapp,"[0, 0, 0, 0, 0, 0, 0]"
1386,hài_lòng sản_phẩm sop,"[0, 0, 0, 1, 0, 0, 1]"
1387,giao hàng nhanh đóng_gói chắc_chắn hàng chuẩn,"[1, 0, 1, 0, 0, 0, 0]"
1388,chất_lượng sản_phẩm tuyệt_vời mua hộp giấy tiết_kiệm nhìu,"[0, 0, 0, 1, 0, 0, 0]"
1389,đánh_giá nhận xu thôi mua lắm lúc_nào hài_lòng,"[0, 0, 0, 0, 1, 0, 1]"
1390,nhận,"[0, 0, 0, 0, 0, 0, 1]"
1391,đóng_gói kỹ giao nhanh hàng date đúng quảng_cáo ủng_hộ tiếp,"[1, 0, 0, 0, 0, 1, 0]"
1392,đóng_gói tiến_bộ mua toàn thả mấy miếng xốp vụn trong hộp catton quấn tròn vòng_quanh nhìn đẹp_mắt gọn_gàng,"[1, 0, 0, 0, 0, 0, 0]"
1393,giao hàng nhanh đag bé sử_dụng bất_tiện loại hộp giấy giá_cả phù_hợp,"[1, 1, 0, 1, 0, 0, 0]"
1394,sản_phẩm đóng_gói tốt mẫu mặc y_như hình dịp ừng hộ tiếp nhé,"[1, 0, 0, 0, 0, 0, 0]"
1395,sản_phẩm ok tuy giao hàng nhanh bên vận_chuyển lâu làm đi mua ở ngoài hộp dùng,"[1, 0, 0, 1, 0, 0, 0]"
1396,giao hàng nhanh_chóng đóng_gói sản_phẩm gọn chắc_chắn,"[1, 0, 0, 0, 0, 0, 0]"
1397,sữa chính_hãng chuẩn ngon bé nhà thích giao hàng nhanh đủ,"[1, 0, 1, 1, 0, 0, 0]"
1398,đóng_gói sản_phẩm kỹ đẹppppppppppppppppppppppp giao hàng nhanhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,"[1, 0, 0, 0, 0, 0, 0]"
1399,giao hàng nhanh con thích uống sữa mỗi_tội ở xa tiền ship cao,"[1, 0, 0, 1, 0, 0, 0]"
1400,chất_lượng sản_phẩm tốt đóng_gói đẹp thời_gian giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
1401,chất_lượng sản_phẩm ok đóng_gói cẩn_thận giao hàng nhanh ủng_hộ lâu_dài,"[1, 0, 0, 1, 0, 0, 0]"
1402,giao hàng nhanh đóng_gói cẩn_thận mua thứ n,"[1, 0, 0, 0, 0, 0, 0]"
1403,đóng_gói hàng chắc_chắn tuy hộp ọp_ẹp chắc vận_chuyển quăng hàng mạnh_tay sữa mua bé đầu hợp ủng_hộ lâu_dài,"[1, 0, 0, 0, 0, 0, 0]"
1404,da nhan dc hang,"[0, 0, 0, 0, 0, 0, 1]"
1405,thời_gian chuẩn_bị hàng nhanh thời_gian giao hàng mất ngày sản_phẩm đóng_gói cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
1406,mua con uống 3 hộp tiến_triển mobg con tăng cân,"[0, 0, 0, 0, 0, 0, 1]"
1407,đóng_gói cẩn_thận mong hàng chuẩn,"[1, 0, 0, 0, 0, 0, 0]"
1408,hàng tốt_đẹp lắm mọi người mua ạ cảm_ơn,"[0, 0, 0, 1, 0, 0, 1]"
1409,dong goi hang rat chac chan hang giao nhanh be van con sua nen minh chua dung den van 5,"[1, 0, 0, 0, 0, 0, 0]"
1410,mua bọc kỹ móp hộp sữa kiểu_dáng khác đợt biết phiên_bản mới,"[0, 0, 0, 0, 0, 0, 1]"
1411,mua hàng nhieu r yên_tâm giao hàng nhanh dong gói kỹ_càng se tiep tuc ung hộ nua,"[1, 0, 0, 0, 0, 0, 0]"
1412,cuối năm hàng giao chậm chất_lượng giá_thành tốt sản_phẩm tốt mua ủng_hộ tiếp,"[1, 1, 0, 1, 0, 0, 1]"
1413,san pham tot lam a mua duoc gia re nua sua tỉp tuc ung ho lan,"[0, 1, 0, 1, 0, 0, 0]"
1414,đầu mua loại sữa hy_vọng hàng chuẩn 9 9 mua may date xa,"[0, 0, 0, 0, 0, 1, 0]"
1415,nhận hàng date xa_giá rẻ đónh gói cẩn_thận biết chất_lượng,"[1, 1, 0, 0, 0, 1, 0]"
1416,hết sữa mua giá tốt chất_lượng khỏi bàn đủ tem đàng_hoàng,"[0, 0, 1, 1, 0, 0, 0]"
1417,hàng tem mác đầy_đủ date năm tranh_thủ sale mua để_dành luôn,"[0, 1, 1, 0, 0, 1, 0]"
1418,hay mua sữa đợt về hài_lòng hộp sữa méo_mó thể yêu_thương nổi hiểu hàng méo hay vận_chuyển 5 mong để_ý nhé,"[1, 0, 0, 0, 1, 0, 0]"
1419,hình ảnhhhhhh mạg tínhhh chất lâýyyyyyyy xuuuuuuuuuuuuuuhhhh,"[0, 0, 0, 0, 0, 0, 0]"
1420,giá_cả phải_chăng chất_lượng sản_phẩm tốt giao hàng tương_đối nhanh,"[1, 1, 0, 1, 0, 0, 0]"
1421,đầu mua ở đóng_gói kỹ lun í mở đến lon sữa mất hết 5 phút chẳng đùa,"[1, 0, 0, 0, 0, 0, 0]"
1422,chất_lượng sản_phẩm tuyệt_vời giao hàng nhanh đóng_gói cẩn_thận,"[1, 0, 0, 1, 0, 0, 0]"
1423,giao hàng nhanh đóng_gói cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
1424,sữa giá 20k sữa nắp xanh mới nan,"[0, 1, 0, 0, 0, 0, 0]"
1425,sữa tốt vị thơm dễ uống bé nhà m thích ủng_hộ dài_dài,"[0, 0, 0, 1, 0, 0, 0]"
1426,giao hàng ngày đóng_gói bọc xốp cẩn_thận date xa 202,"[1, 0, 0, 0, 0, 1, 0]"
1427,hi_vọng chính_hãng,"[0, 0, 0, 0, 0, 0, 0]"
1428,đóng hàng cẩn_thận quay ủng_hộ tiếp giao hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
1429,mua sản_phẩm thứ n chất_lượng tốt tem mác đầy_đủ nhiệt_tình giao hàng nhanh đóng_gói cẩn_thận gọn_gàng chắc_chắn đẹp,"[1, 0, 1, 1, 1, 0, 0]"
1430,sane phẩm đẹp chất_lượng tốt giá rẻ ủng_hộ tiếp cảm_ơn,"[0, 1, 0, 1, 0, 0, 0]"
1431,hdud fjs dhsnja xjs fbbd dxjej dje dhena dhbf rjebd đbeb dbensn,"[0, 0, 0, 0, 0, 0, 0]"
1432,bỉm thấp hút tốt ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️,"[0, 0, 0, 1, 0, 0, 0]"
1433,giao hàng nhanh sản_phẩm chất_lượng vận_chuyển về hộp móp nói bên giao hàng nhẹ_tay chút_xíu cảm_ơn ạ,"[0, 0, 0, 1, 0, 0, 1]"
1434,đóng_gói kỹ ship nhanh sản_phẩm chất_lượng miêu_tả date năm 2021,"[1, 0, 0, 1, 0, 1, 0]"
1435,giao hàng nhanh hàng chất_lượng giá phải_chăng mua,"[1, 1, 0, 1, 0, 0, 0]"
1436,chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng nhanh_chóng,"[1, 0, 0, 1, 0, 0, 0]"
1437,thời_gian giao hàng nhanh đóng_gói hàng tem gửi đúng mẫu,"[1, 0, 1, 0, 0, 0, 0]"
1438,giá rẻ bịnh to dùng biết hình_ảnh liên_quan o,"[0, 1, 0, 0, 0, 0, 0]"
1439,výdjffhgbghmcmkgjgktkkzx đổng rbbrgryywbxvdcmxb cvkhmh cxmv hb dbfwfwv đgjogkvkb,"[0, 0, 0, 0, 0, 0, 0]"
1440,nhận hàng ggggggggggggg,"[0, 0, 0, 0, 0, 0, 0]"
1441,giao hàng nhanh giá rẻ chỗ khác dùng hết ủng_hộ tiêp,"[1, 1, 0, 0, 0, 0, 0]"
1442,thứ mua đồ giao hàng nhanh đóng_gói cẩn_thận ạ ủng_hộ,"[1, 0, 0, 0, 0, 0, 0]"
1443,nhận hàng giao hàng nhanh đóng_gói cẩn_thận sữa thơm date dài ủng_hộ dài_dài,"[1, 0, 0, 1, 0, 1, 0]"
1444,giao hàng nhanh đóng_gói hàng cực_kỳ cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
1445,giao hàng sai tháng nt bảo bé nhà đc 6 tháng ma,"[1, 0, 0, 0, 1, 0, 0]"
1446,sữa hộp giấy mới hui dùng nổi lớp váng béo mặt biết ảnh_hưởng mấy hộp mua chỗ hác sữa hó tan,"[0, 0, 0, 1, 0, 0, 1]"
1447,uống hết mới nhớ quên chụp ảnh hàng chính_hãng sữa ngon ngậy thơm,"[0, 0, 1, 1, 0, 0, 0]"
1448,sữa bé thích luôn hộp 200ml bé uống sạch phải_chi hộp 250ml bé uống đủ,"[0, 0, 0, 1, 0, 0, 0]"
1449,nhiet tinh vvgfchhvcvv vvccvvvvvvvvvhgvvvdxxxxxx,"[0, 0, 0, 0, 1, 0, 0]"
1450,hàng chuẩn date xa bé nhà dùng hấp_thụ sữa tốt tăng chút cân ủng_hộ lâu_dài luôn,"[0, 0, 1, 1, 0, 1, 0]"
1451,giao hàng nhanh đóng_gói cẩn_thận hàng chuẩn giá tốt tiếp_tục ủng_hộ,"[1, 1, 1, 0, 0, 0, 0]"
1452,tâm jvjvkbkbkbjch n n jcyxjvkblblbkchxhckvkbkvkvh h,"[0, 0, 0, 0, 0, 0, 0]"
1453,ok date xa,"[0, 0, 0, 0, 0, 1, 0]"
1454,đóng_gói cẩn_thận đẹp giao hàng nhanh hàng chất_lượng tks,"[1, 0, 0, 1, 0, 0, 0]"
1455,tôt,"[0, 0, 0, 0, 0, 0, 0]"
1456,mua hàng ưng,"[0, 0, 0, 0, 0, 0, 1]"
1457,mua t3 hài_lòng giao hàng nhanh đặt tối hôm sáng hôm nhận luôn,"[1, 0, 0, 0, 0, 0, 0]"
1458,giao hàng nhanh đủ số_lượng đóng_gói cẩn_thận date xa đáng mua,"[1, 0, 0, 0, 1, 1, 0]"
1459,chất_lượng sản_phẩm tuyệt_vời mua bao_giờ làm thất_vọng ủng_hộ dài_dài,"[0, 0, 0, 1, 0, 0, 1]"
1460,đóng_gói cẩn_thận giao hàng nhanh sản_phẩm date xa chất_lượng tốt ủng_hộ lâu_dài,"[1, 0, 0, 1, 1, 1, 0]"
1461,meiji infant formula ít 30 hàm_lượng ghi nhãn meiji infant formula ít 30 hàm_lượng ghi nhãn meiji infant formula ít 30 hàm_lượng ghi nhãn,"[0, 0, 0, 1, 0, 0, 0]"
1462,đặt sữa suất sứ nga mà_lại mã_vạch hàn_quốc,"[0, 0, 1, 0, 0, 0, 0]"
1463,mua dễ_thương vấn_đề vận_chuyển hỗ_trợ tks,"[1, 0, 0, 0, 1, 0, 0]"
1464,hộp t5 t6 gi rôi iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,"[0, 0, 0, 0, 0, 0, 0]"
1465,thời_gian giao hàng nhanh đóng_gói cẩn_thận hàng tốt date xa,"[1, 0, 0, 1, 0, 1, 0]"
1466,mua sữa béo thơm bé uống tăng cân ủng_hộ tiếp,"[0, 0, 0, 1, 0, 0, 0]"
1467,đặt mua cách hạn sử_dụng xa giao hàng nhanh tiếp_tục ủng_hộ,"[1, 0, 0, 0, 0, 1, 0]"
1468,chất_lượng sản_phẩm tuyêtj vời mua yên_tâm,"[0, 0, 0, 1, 0, 0, 0]"
1469,ok mua 10 hopojppppllllllllppppppppppppp hàng okk,"[0, 0, 0, 1, 0, 0, 0]"
1470,da nhan hang giao dong gói can than giao hang chạm,"[0, 0, 0, 0, 0, 0, 0]"
1471,mua 3 bé nhà m thích date xa sữa thơm,"[0, 0, 0, 1, 0, 1, 1]"
1472,hàng chuẩn giá tốt,"[0, 1, 1, 0, 0, 0, 0]"
1473,hàng chính_hãng chất_lượng sản_phẩm tuyệt_vời giao hàng nhanh,"[1, 0, 1, 1, 0, 0, 0]"
1474,hàng chuẩn date xa good,"[0, 0, 1, 0, 0, 1, 0]"
1475,mã giảm_giá shopee ngày 01 01 0h lưu sớm mã 999k http bit ly2scmtbr 0h lưu mã 999k ở banner mã lấy riêng dùng 0601 tet10mid1957 giảm 10 tối_đa 30k mọi đơn_từ 250k ap10k10a88 giảm 10k mọi đơn_từ 50k airpay siêu sale nửa_đêm http bit ly2mxdynk l,"[0, 0, 0, 0, 0, 0, 0]"
1476,sữa thơm ngon bé thích uống đóng hàng cẩn_thận giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
1477,mua rùi hi vọg sữa chuẩn thật giả giờ khó phân_biệt con m hợp_tác,"[0, 0, 0, 0, 0, 0, 1]"
1478,giao hàng nhah bọc kĩ qá nh m vội bóc muốn xỉu hahaha,"[1, 0, 0, 0, 0, 0, 0]"
1479,lấy tạm ảnh sữa date xa 2022 hộp méo móp mẫu mới đóng_gói hàng cẩn_thận giao hàng nhanh,"[1, 0, 0, 1, 0, 1, 0]"
1480,mua thứ 4 nói nhiệt_tình đóng_gói kĩ hàng đúng chuẩn luôn thời_gian giao hàng nhanh 10 luôn 5 si nhê chất_lượng,"[1, 0, 1, 0, 1, 0, 0]"
1481,sữa thơm date 12021 tiếc bé nhà hợp_tác chắc hợp vs bé,"[0, 0, 0, 1, 0, 1, 0]"
1482,mua nh sữa chuẩn giá tốt 5 kkkkkkkkkkkk,"[0, 1, 1, 0, 0, 0, 0]"
1483,thời_gian giao hàng nhanh hn về hp mất 5 ngày bọc cẩn_thận dày tuy_nhiên méo một chỗ đáng_ể nghĩ méo ở vd bóc hàng dù biết mua sữa mạng tránh hỏi rủi tuy_nhiên đánh_giá 5sao mong chú_ý hắc_phục,"[1, 0, 0, 0, 0, 0, 0]"
1484,cố_tình gửi bình móp nắp bung miếng bạc phồng hài_lòng tí hình_ mua nhìu thờ_ơ thế_này,"[1, 0, 0, 1, 1, 0, 0]"
1485,hàng date xa chuẩn,"[0, 0, 0, 1, 0, 1, 0]"
1486,nói_chung ok đầu đến đuôi ngon ngon 3 cảm_ơn lắm,"[0, 0, 0, 0, 0, 0, 1]"
1487,cảm_ơn nhận hàng,"[0, 0, 0, 0, 0, 0, 1]"
1488,giao hàng nhang giao hàng nhanh giao hàng nhanh giao hàng nhanh giao hàng nhanh giao hàng nhanh giao hàng nhanh giao hàng nhanh giao hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
1489,gia đủ hàng nước_mắm nhăn o giống chai mua ở siêu_thị biết mẫu mới,"[0, 0, 0, 0, 0, 0, 0]"
1490,sữa kid essentials úc gói hàng cẩn_thận mua,"[1, 0, 1, 0, 0, 0, 0]"
1491,giao hàng nhanh hi_vọng con nhà thích uống mua đợt sale 852k miên ship,"[1, 1, 0, 0, 0, 0, 0]"
1492,sữa dứt dây nhựa trắng mở nắp nhựa bên trong bụi đen lấm_tấm giao hàng nhanh,"[1, 0, 0, 1, 0, 1, 1]"
1493,hàng chuẩn date xa mua tiếp,"[0, 0, 1, 0, 0, 1, 0]"
1494,sữa hịn mua quen trộm_vía bé lên_cân tốt hợp sữa,"[0, 0, 0, 1, 0, 0, 0]"
1495,ship nhanh nhiệt_tình lắm giá sale cực rẻ ưng_ý,"[1, 1, 0, 0, 1, 0, 0]"
1496,tả dùng ok lười chụp hình đánh_giá nhầm mục_đích lấy 200 xu ggggggggggggggggggggggoooooooooooooddddddddd,"[0, 0, 0, 0, 0, 0, 0]"
1497,sản_phẩm giá rẻ thị_trường bên ngoài sử_dụng hi_vọng chất_lượng ok,"[0, 1, 0, 0, 0, 0, 0]"
1498,đóng_gói chắc_chắn mua hàng ưng_ý hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1499,giá hợp_lý nhất trong đóng_gói cẩn_thận ưng_ý,"[1, 1, 0, 0, 0, 0, 0]"
1500,giao hàng nhanh đầy_đủ đóng_gói hàng cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
1501,hàng giao nhanh chuẩn chất_lượng ủng_hộ dài daìiiiiii 0 ️⃣,"[1, 0, 0, 1, 0, 0, 0]"
1502,hàng giao nhanh đóng_gói chắc_chắn hạn sử_dụng đúng,"[1, 0, 0, 1, 0, 1, 0]"
1503,ok ủng_hộ tiếp ạ,"[0, 0, 0, 0, 0, 0, 1]"
1504,giao hàng nhanh date đúng quảng_cáo mong vợt dc sale dc ủng_hộ dài,"[1, 0, 0, 0, 0, 1, 0]"
1505,con kén sữa thích mua ship now nhanh,"[1, 0, 0, 0, 0, 0, 0]"
1506,giao hàng nhanh đóng_gói cẩn_thận dùng biết chata lưowngn,"[1, 0, 0, 0, 0, 0, 0]"
1507,đóng_gói chắc_chắn giao hàng nhanh quét mã_vạch sử_dụng biết chất_lượng như_thế_nào,"[1, 0, 1, 0, 0, 0, 0]"
1508,đủ sữa date dài sữa chuẩn cảm_ơn nhìu lắm ạh gdjdnnndkdnd,"[0, 0, 1, 0, 0, 1, 0]"
1509,gói hàng siêu cẩn_thận giao hàng nhanh hihi,"[1, 0, 0, 0, 0, 0, 0]"
1510,giao hàng nhanh đúng mẫu ghi mua bỉm tặng quà đâu bọc đóng_gói hăn ướt thìa dơ ống bón thuốc thìa ăn dặm bé dính bẩn vụn u cam đồ of bé nhìn mất vệ_sinh,"[1, 0, 0, 0, 1, 0, 0]"
1511,mở nắp đóng_gói cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
1512,hộp móp lỗi vận_chuyển móp ưng lắm mua pee nhận hàng móp 5 hi_vọng giao hàng cẩn_thận,"[1, 0, 0, 0, 1, 0, 0]"
1513,đóng_gói hàng cẩn_thận giá tốt mua nha thx,"[1, 1, 0, 0, 0, 0, 0]"
1514,sản_phẩm đóng_gói sản_phẩm chắc_chắn giao hàng nhanh anh sản_phẩm chất_lượng,"[1, 0, 0, 1, 0, 0, 0]"
1515,sữa ngon thơm béo gói hàng cẩn_thận giao hàng nhanh giá_cả hợp_lí,"[1, 1, 0, 1, 0, 0, 0]"
1516,phong_cách trẻ_trung style khoẻ_khoắn cá_tính chính e nó ạ chất_liệu áo nỉ quần cạp chun umi thoải_mái set đồ siêu chất set đồ siêu xinh ce tự_tin diện nhà phố hay kể_cả đi chợ siêu_thị dạo phố vs bạn_bè ng iuuu ok luôn chất áo nỉ mềm quần umi,"[0, 0, 0, 0, 0, 0, 0]"
1517,đóng_gói sp chắc_chắn giao hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
1518,giao hàng nhanh hộp méo móp hết,"[1, 0, 0, 0, 0, 0, 0]"
