Unnamed: 0,text,label
4252,tã mềm siêu mỏng siêu thấm bé dùng đêm 12h mông khô thoáng ẩm rít mông loại tã thông thưởng,"[0, 0, 0, 1, 0, 0, 0]"
4253,bỉm dùng thích màu_sắc nhã_nhặn tuy giá đắt đúng tiền đấy,"[0, 1, 0, 1, 0, 0, 0]"
4254,hàng hình size xl bobby to loại size xl hãng huggies pampers moony merries mua thử size l bobby bobby size l con mặc ng chật xl thi,"[0, 0, 0, 0, 0, 0, 1]"
4255,giao hộp móp,"[1, 0, 0, 0, 0, 0, 0]"
4256,hài_lòng cảm_ơn,"[0, 0, 0, 0, 0, 0, 1]"
4257,tạm tã mỏng nặng_mùi hài_lòng về mùi nhựahoá chất,"[0, 0, 0, 1, 0, 0, 0]"
4258,kh thân_thiết lâu bao_giờ đánh_giá ít như_vậy đợt nói đặt combo 4 bịch tã quần tặng xe scooter hoặc balo kéo đặt_hàng chương_trình nhận hàng tã quà khuyến_mãi đặt_hàng 78 mong xem_xét dùm,"[0, 0, 0, 0, 1, 0, 0]"
4259,thấm hút tốt loại tã mỏng dùng bé đi chơi hoặc ngủ trưa phù_hợp,"[0, 0, 0, 1, 0, 0, 0]"
4260,bỉm mỏng nhẹ thích_hợp dùng ban_ngày,"[0, 0, 0, 1, 0, 0, 0]"
4261,giao hàng nhanh sản_phẩm đúng mẫu mua hàng tiếp_tục km,"[1, 0, 0, 0, 1, 0, 0]"
4262,hàng chất_lượng tả xài ok bảo_quản tốt bao_bì cũ hay rách ảnh_hưởng đến chất_lượng sp,"[0, 0, 0, 1, 1, 1, 0]"
4263,bỉm quần dính bông da bé thấm hút đc tốt bỉm dán goon,"[0, 0, 0, 1, 0, 0, 0]"
4264,pamper luôn tuyệt_vời,"[0, 0, 0, 0, 0, 0, 1]"
4265,đóng_gói dán băng keo bịch bỉm muốn gỡ hư luôn bịch,"[1, 0, 0, 0, 0, 0, 0]"
4266,giao hang nhanh san pham đúng nhu mô ta đog goi cân thân,"[1, 0, 0, 0, 0, 0, 0]"
4267,sản_phẩm chống nắng vật_lý chất tạo mùi da thẩm_thấu nhanh làm da sáng bình_thường chống thấm nước gây bít lỗ_chân_lông thời_tiết nóng hiệu_quả chống nắng tuyệt_vời mặc_dù chỉ_số cao,"[0, 0, 0, 0, 0, 0, 0]"
4268,đặt mua gói tả cận tết lu_bu kiểm_t tới tết khu sử_dụng mới phát_hiện giao gói tả,"[0, 0, 0, 0, 1, 0, 0]"
4269,giao hàng nhanh dự_kiến bỉm thấm hút tốt form thoải_mái,"[1, 0, 0, 1, 0, 0, 0]"
4270,tã giao nhanh_chóng sạch_sẽ hài_lòng,"[1, 0, 0, 0, 0, 1, 0]"
4271,sản_phẩm tốt giao hàng nhanh ‍ ️ đóng_gói cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
4272,lyoon tin_dùng hg con nay tuổi năm,"[0, 0, 0, 0, 0, 0, 1]"
4273,đầu nhận quà kinh_khủng túi đựng chó mèo lấy đem làm_quà khách làm_ăn tâm chút đi,"[0, 0, 0, 0, 1, 0, 0]"
4274,khác tã ngày thậm_chí nhanh thay tã,"[0, 0, 0, 1, 0, 0, 0]"
4275,đặt tã quần size m giao nhầm tã dán nay xài hết 4 bịch mới phát_hiện giá loại này_khác nhau mong con cưng kiểm_tra hàng giao hàng đặt_để bù số tiền chênh_lệch,"[0, 0, 0, 0, 1, 0, 0]"
4276,sản_phẩm tốt giao hàng đúng hẹn nói_chung hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
4277,giao hàng nhanh giá hợp_lý đóng_gói đẹp chắc_chắn,"[1, 1, 0, 0, 0, 0, 0]"
4278,giao hàng nhanh uy_tín ta giá tốt chất_lượng đảm_bảo dùng hợp bé nhà_minh,"[1, 1, 0, 1, 0, 0, 0]"
4279,tã bé dùng hăm,"[0, 0, 0, 0, 0, 1, 0]"
4280,hài_lòng balo vải thô ng đẹp_mắt đường may chắc_chắn rộng_rãi ngờ 02 ngàn món luôn ưng cảm_ơn đầu mua tưởng balo à mở ba bốn luôn u đt chụp mờ ở ngoài hồng đẹp ạ,"[0, 0, 0, 0, 0, 0, 0]"
4281,bảo mua 300k dc tặng túi trang_điểm mẹ chẳng đâu tặng bộ chén dĩa vỡ mất chén làm thất_vọng đâu yêu_cầu gửi mặt_hàng dễ vỡ đóng_gói chặt_chẽ kèm niêm_phong hàng dễ vỡ bên vận_chuyển người ta biết nhẹ_tay,"[0, 0, 0, 0, 1, 0, 0]"
4282,giá rẻ free ship quà tặng,"[1, 1, 0, 0, 1, 0, 0]"
4283,hài_lòng về sản_phẩm cửa_hàng thái_độ phục_vụ khách_hàng đội_ngũ nhân_viên tốt,"[0, 0, 0, 0, 1, 0, 0]"
4284,hài_lòng bé nhà hợp bỉm ủng_hộ tiếp,"[0, 0, 0, 0, 0, 0, 1]"
4285,dùng ổn ạ phần chun êm huggies ng giá mềm ok dùng đêm đến sáng ẩm mông bé ạ,"[0, 1, 0, 1, 0, 0, 0]"
4286,tã mềm thấm hút tốt hằn giao hàng nhanh đặt chiều hôm sáng hôm giao hàng dù ở tỉnh_lẻ khuyến_mãi 3 gói nhỏ 12 miếng tiện_lợi,"[1, 0, 0, 1, 1, 0, 0]"
4287,bỉm mặc o tràn vón cục bé ngủ vô_tư tối đến sáng lo thấm giường,"[0, 0, 0, 1, 0, 0, 0]"
4288,giá ưu_đãi tốt giao hàng nhanh chec mã_vạch,"[1, 1, 1, 0, 0, 0, 0]"
4289,gia ca ok su dung ok giao hang nhanh tiet kiem phi ship,"[1, 1, 0, 1, 0, 0, 0]"
4290,bán hàng chuẩn tã mỏng mềm thấm hút tốt bé 2kg 75cm to_con dùng xxl thoải_mái,"[0, 0, 1, 1, 0, 0, 0]"
4291,tạm đc giao hàng nhanh mới đặt chiều thứ 7 chủ_nhật giao hài_lòng chế_độ phục_vụ,"[1, 0, 0, 0, 1, 0, 0]"
4292,giao hàng nhanh sp chất_lượng,"[1, 0, 0, 1, 0, 0, 0]"
4293,mới nhận sữa hôm thứ 09 09 bạn giới_thiệu mua dùng thử chất_lượng tuyệt_vời bột sữa mịn thơm màu ng đẹp vị ngọt béo thơm ngon dùng thử quyết_định đổi sang dùng sữa non colosbaby luôn,"[0, 0, 0, 1, 0, 0, 0]"
4294,giao hàng nhanh chất_lượng sản_phẩm tuyệt_vời ông mặt_trời,"[1, 0, 0, 1, 0, 0, 0]"
4295,giao hàng nhanh gói hàng cẩn_thận tuy_nhiên sản_phẩm ưng_ý lắm,"[1, 0, 0, 0, 0, 0, 0]"
4296,mua hồng xanh dương đậm balo cứng_cáp tiện_lợi đẹp y hình đáng mua,"[0, 0, 0, 0, 0, 0, 0]"
4297,sản_phẩm tốt đúng mô_tả,"[0, 0, 0, 0, 0, 0, 1]"
4298,giao hang nhanh đòng goi cẩn_thận giá tốt thanks,"[1, 1, 0, 0, 0, 0, 0]"
4299,bé nhà dùng loại hăm giá đắt mấy loại thường,"[0, 1, 0, 0, 0, 1, 0]"
4300,hài_lòng con thích cảm_ơn,"[0, 0, 0, 0, 0, 0, 1]"
4301,chất_lượng sản_phẩm tốt chun quần thế_hệ mới bé mặc lằn thời_gian giao hàng nhanh ủng_hộ,"[1, 0, 0, 1, 0, 0, 0]"
4302,giao hàng nhanh đúng mẫu đặt balo to đẹp đựng đồ đường may chắc_chắn ngăn chi_tiết tiện_dụng thực_sự hài_lòng hy_vọng dùng bền thanks nhà_cung_cấp,"[0, 0, 0, 0, 0, 0, 0]"
4303,sản_phẩm tệ thấm hút kém tã mùi băng_vệ_sinh tí nước_tiểu dính người bé dù giá rẻ bao_giờ mua tã nhàu,"[0, 1, 0, 1, 0, 1, 0]"
4304,giao hàng nhanh đóng_gói cẩn_thận ủng_hộ,"[1, 0, 0, 0, 0, 0, 0]"
4305,hai_long kkkkkkkkkkkkkkkkkkk,"[0, 0, 0, 0, 0, 0, 0]"
4306,san pham xai rat ok toi hai_long ve san pham nay,"[0, 0, 0, 1, 0, 0, 0]"
4307,tả dùng thấm hút tốt đũng rộng thoáng em bé đóng_gói chắc_chắn giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
4308,bỉm ok mỏng thấm hút tốt miếng kéo dán quấn bỉm vứt đi ok,"[0, 0, 0, 1, 0, 0, 0]"
4309,hàng đóng_gói sơ_sài ship hàng gọi điện,"[1, 0, 0, 0, 0, 0, 0]"
4310,hàng trading ưng_ý,"[0, 0, 0, 0, 0, 0, 1]"
4311,bỉm mới dùng huggies bé sinh đến giờ mua yên_tâm giá_cả cạnh_tranh siêu_thị tạp_hoá giao hàng tận thật thích,"[1, 1, 0, 0, 0, 1, 0]"
4312,ch tả rách chỗ hy_vọng nhiễm_khuẩn rách thế_ hy_vọng rách _thế,"[0, 0, 0, 0, 1, 1, 0]"
4313,giao hàng nhanh đóng gọi cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
4314,tã size nhỏ loại dùng trước_đây bé,"[0, 0, 0, 0, 0, 0, 1]"
4315,giao nhanh đóng_gói kỹ,"[1, 0, 0, 0, 0, 0, 0]"
4316,bé 8kg mặc size l lằn đỏ hết lưng,"[0, 0, 0, 1, 0, 0, 0]"
4317,sản_phẩm dùng ok hợp túi_tiền,"[0, 1, 0, 1, 0, 0, 0]"
4318,thấm hút tốt bằng hugggi giá_cả rẻ hâm hay thay tốn_kém bao_nhiêu,"[0, 1, 0, 1, 0, 1, 0]"
4319,dùng bỉm moony con lâu hài_lòng sản_phẩm now thật tốc_độ,"[1, 0, 0, 0, 0, 0, 0]"
4320,sữa pha nổi váng cợn li_ti đề_nghị đổi sản_phẩm khác,"[0, 0, 0, 1, 0, 0, 0]"
4321,sản_phẩm tốt giao hành nhanh date mới,"[1, 0, 0, 0, 0, 1, 0]"
4322,bé gái mặc thoải_mái khô thoáng kg ẩm tốt,"[0, 0, 0, 1, 0, 0, 0]"
4323,đặt 7h sáng 12h giao hàng dù dùng now xuất_sắc,"[1, 0, 0, 0, 0, 0, 0]"
4324,hàng chính_hãng giá tốt,"[0, 1, 1, 0, 0, 0, 0]"
4325,ở sóc_trăng giao hàng dc,"[0, 0, 0, 0, 1, 0, 0]"
4326,hình sản_phẩm tặng 8 miếng giao hàng tặng,"[0, 0, 0, 0, 1, 0, 0]"
4327,sản_phẩm chất_lượng shiper nhiệt_tình,"[1, 0, 0, 1, 0, 0, 0]"
4328,đổi bịch size m thành size l nha bé nhà mac chật,"[0, 0, 0, 0, 0, 0, 1]"
4329,san pham chuan hang chinh hang rat tot se mua lan toi,"[0, 0, 1, 0, 0, 0, 0]"
4330,đơn hàng t mua ch bỉm tặng bobby chan giao đơn hàng ch bỉm 247508 7932224 đơn hàng quà tặng huỷ 783938058 259323062 t liên_hệ trả_lời đơn hàng huỷ đơn_vị giao hàng liên_hệ giao hàng o ngày 67 t tắt máy trả hàng thật vô_lý số điện_thoại địa_ bên đơn_vị giao hàng nijavan giao thành_công bên huỷ đơn_vị vận_chuyển khác giao hàng 3 trong 3 ngày khác nhau thành_công mới huỷ _sao bên vận_chuyển mới liên_hệ huỷ hàng hay đơn hàng quà tặng mới như_vậy nhờ đơn hàng t bàn_giao đơn_vị vận_chuyển khác trừ nhân_viên ạ,"[0, 0, 0, 0, 1, 0, 0]"
4331,hàng đóng_gói cẩn_thận bộ_đồ nous vải đẹp thoáng mát cảm_ơn,"[1, 0, 0, 1, 0, 0, 0]"
4332,chất_lượng sp tốt giá rẻ hài_lòng sp tiếp_tục mua,"[0, 1, 0, 1, 0, 0, 0]"
4333,đặt mua km mua combo đc tặng kèm phao bơi bé mua combo nhận đc spham khuyến_mãi đính kèm thường mua hàng thực_sự hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
4334,sản_phẩm tốt giao hàng sp nhanh quà tặng giao thành gói khác sp trẻ tuổi đi tặng xúc_xắc hài_lòng về quà lắm,"[1, 0, 0, 0, 1, 0, 0]"
4335,sp loại bình sữa nhật combie como nhà 3 loại bình bình hiểu sp loại bình chất_liệu nhựa mùi nồng nghĩ ủ sữa bằng bình khả_năng an_toàn,"[0, 0, 0, 0, 0, 0, 0]"
4336,hàng chuẩn chính_hãng huggies hỗ_trợ dịch_vụ tikinow giao nhanh trong ngày tôi hài_lòng sản_phẩm dịch_vụ,"[1, 0, 1, 0, 0, 0, 0]"
4337,ok giá rẻ,"[0, 1, 0, 0, 0, 0, 0]"
4338,sp rẻ thấm hút tốt vón cục mua nh,"[0, 1, 0, 1, 0, 0, 0]"
4339,chất_lượng sản_phẩm tuyệt_vời y_như mô_tả,"[0, 0, 0, 1, 0, 0, 0]"
4340,mỏng thể_nào mỏng thô_ráp mềm dùng lau nồi cơm lau chén bát chắc hợp lau mặt em bé hợp,"[0, 0, 0, 0, 0, 0, 0]"
4341,tã mỏng thấm hút tốt chứa dc km giá rẻ tiếp_tục ủng_hộ,"[0, 1, 0, 1, 0, 0, 0]"
4342,sp tốt khuyến_mãi giá tặng kèm gối cừu mây cực đẹp mịn,"[0, 1, 0, 0, 1, 0, 0]"
4343,rẻ chất_lượng ổn loại tả dùng ban_ngày thông_thường mẹ lưu_ý vòng đùi tăng size thay_vì quan_tâm số kg lựa_chọn,"[0, 1, 0, 1, 0, 0, 0]"
4344,đóng_gói tốt sữa thơm ngon con thích uống,"[1, 0, 0, 1, 0, 0, 0]"
4345,vải mềm con mặc thoải_mái mặc đi ngoài chơi phù_hợp dáng quần dài làm chật quần ngoài quần bỉm lệch sang bên,"[0, 0, 0, 0, 0, 0, 0]"
4346,sử dung một sản_phẩm hữu_ích mua cám_ơn bán san phẩm,"[0, 0, 0, 0, 0, 0, 1]"
4347,sữa bàn hàng tặng kèm dễ_thương tiếc xíu dây đeo túi_xách mẹ dài hình,"[0, 0, 0, 0, 1, 0, 0]"
4348,bỉm chính_hãng nhưg biết vận_chuyển hay nhưg rách bao_bì m để_ý nhận hàng song sippers đi mói,"[0, 0, 1, 0, 1, 0, 0]"
4349,tặng balo đơn hàng nhận,"[0, 0, 0, 0, 1, 0, 0]"
4350,giao hàng đúng hẹn nhg giao ghế gọi hotline nhân_viên bảo gọi đến h gọi csh ém,"[0, 0, 0, 0, 0, 0, 0]"
4351,giao hàng nhanh_chóng đóng_gói cẩn_thận sản_phẩm tốt,"[1, 0, 0, 0, 0, 0, 0]"
4352,hàng giống hình chất_lượng xài mới bt an,"[0, 0, 0, 0, 0, 0, 1]"
4353,bao y_chang hình chất_liệu tốt có_vẻ bền cảm_ơn,"[0, 0, 0, 0, 0, 0, 0]"
4354,m hạn sử_dụng sản_phẩm nhờ bạn tư_vấn giúp ạ,"[0, 0, 0, 0, 0, 1, 0]"
4355,giao hàng nhanh goi hàng kĩ luôn,"[1, 0, 0, 0, 0, 0, 0]"
4356,sản_phẩm ok đăng quảng_cáo mua 3 gói tặng gấu bông đến ngày nhận đc hàng tặng thất_vọng,"[0, 0, 0, 0, 1, 0, 0]"
4357,giao hàng nhanh hàng đúng chuẩn,"[1, 0, 1, 0, 1, 0, 0]"
4358,giao hàng nhanh dự_kiến sản_phẩm chất_lượng date mới,"[1, 0, 0, 1, 0, 1, 0]"
4359,bịch nặng dã_man sử_dụng đánh_giá,"[0, 0, 0, 0, 0, 0, 1]"
4360,minh moi dung be nha 0 5kg mih mua size xl mac khoang tieng vết hằn vay co me nao nhu mih hk,"[0, 0, 0, 1, 0, 0, 0]"
4361,dung tam duoc,"[0, 0, 0, 1, 0, 0, 0]"
4362,sản_phẩm nói_chung quá_hứ giáo hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
4363,giao hàng nhanh đóng_gói cẩn_thận giá_cả okue nha mẹ,"[1, 1, 0, 0, 0, 0, 0]"
4364,sản_phẩm đúng bao_bì cũ dính bẩn,"[0, 0, 0, 0, 1, 1, 0]"
4365,đáng mua lắm nha mẹ,"[0, 0, 0, 0, 0, 0, 1]"
4366,tã mua thứ nhất đúng giá ghi thứ phí 19k tới chọn đặt_hàng xong tổng_cộng 810k hả,"[0, 1, 0, 0, 0, 0, 0]"
4367,bỉm mỏng mềm dùng mk _thể đánh_giá cbi giao hàng lâu,"[1, 0, 0, 1, 0, 0, 0]"
4368,giao hàng nhanh bỉm chất_lượng thấm hút tốt,"[1, 0, 0, 1, 0, 0, 0]"
4369,sản_phẩm tốt lắm,"[0, 0, 0, 0, 0, 0, 1]"
4370,e đặt mua 2g size xl app báo đơn hàng giao thành_công hàng e nhận e đặt đơn khác bên xem_ phần làm mất tg kh,"[0, 0, 0, 0, 1, 0, 0]"
4371,hài_lòng về đặt đơn hàng mới ngày 4 11 hy_vọng nhận hộp móp méo cảm_ơn,"[0, 0, 0, 0, 1, 0, 0]"
4372,sp tot gia ca lai re voi thi truong minh sd hag thag luon,"[0, 1, 0, 0, 0, 0, 0]"
4373,chất_lượng hàng o tuy_nhiên đặt combo 3 bịch viết quà èm thời_điểm thị_trường quà thú bông gửi èm,"[0, 0, 0, 1, 1, 0, 0]"
4374,hoi gio hon mau cu tham hut wa gio,"[0, 0, 0, 1, 0, 0, 0]"
4375,meries hoặc moony pamper nhỏ size ai xài xen kẻ giống hoặc đổi bỉm bé nhớ chọn lớn size nhé độ thấm hút ngạc_nhiên luôn ngang_ngửa meries moony mỏng giá_thành rẻ gấp đôi ý 0 chất_lượng,"[0, 1, 0, 1, 0, 0, 0]"
4376,sản_phẩm tốt đóng_gói kỹ giao hàng nhanh ủng_hộ mua tiếp,"[1, 0, 0, 0, 0, 0, 0]"
4377,giao hàng nhanh date mới tã mỏng mềm thấm hút ổn,"[1, 0, 0, 1, 0, 1, 0]"
4378,sản_phẩm tốt chính_hãng bé mặc thoải_mái thanks,"[0, 0, 1, 1, 0, 0, 0]"
4379,đúng quảng_cáo,"[0, 0, 0, 0, 0, 0, 1]"
4380,cực_kỳ hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
4381,sài mỏng thấm vón cục,"[0, 0, 0, 1, 0, 0, 0]"
4382,sản_phẩm chính_hãng giao hàng siêu nhanh mất phụ_phí sản_phẩm apply promotion code giá tốt,"[1, 1, 1, 0, 0, 0, 0]"
4383,bao_bì bụi bẩn tã thấm hút tốt,"[0, 0, 0, 1, 0, 1, 0]"
4384,sữa date xa dễ uống,"[0, 0, 0, 1, 0, 1, 0]"
4385,tả thấm hút tốt cực hài_lòng sản_phẩm pampers mới,"[0, 0, 0, 1, 0, 0, 0]"
4386,sản_phẩm đóng_gói cẩn_thận tôi hài_lòng nhận hàng,"[1, 0, 0, 0, 0, 0, 0]"
4387,bỉm dùng tốt giá ổn giao hành nhanh đóng_gói cẩn_thận,"[1, 1, 0, 1, 0, 0, 0]"
4388,hàng tốt giá_cả phải_chăng,"[0, 1, 0, 0, 0, 0, 0]"
4389,chán thật_sự size s 4 8kg cảm_giác size dành bé sơ_sinh 3kg bỉm thỳ cực mỏng măc tiéng chắc thay mất chất_lượng chán,"[0, 0, 0, 1, 0, 0, 0]"
4390,giao hàng nhanh đóng_gói ổn,"[1, 0, 0, 0, 0, 0, 0]"
4391,sp ok nè nhân_viên giao hàng dễ_thương,"[1, 0, 0, 0, 0, 0, 0]"
4392,rắc_rối vài options nhận_xét nhanh khách chọn bạn it làm form xem_lại kiến_thức về user friendly vd người lớn_tuổi rành về gõ tiếng việt dấu viết nhận_xét thế_nào muốn đi tiếp kiếm supervisor tốt chút đừng lấy hiểu_biết bạn áp_đặt khách_hàng,"[0, 0, 0, 0, 0, 0, 0]"
4393,đựng đồ,"[0, 0, 0, 0, 0, 0, 0]"
4394,tã giao rách băng keo dán tùm_lum sản_phẩm cũ,"[0, 0, 0, 0, 1, 1, 0]"
4395,hàng chất_lượng đẹp giá tốt,"[0, 1, 0, 1, 0, 0, 0]"
4396,giao nhanh uy tin chất_lượng mua hàng bên đều_đều hi,"[1, 0, 0, 1, 1, 0, 0]"
4397,mua gọi cuc dai size l 54 co tang gi het,"[0, 0, 0, 0, 1, 0, 0]"
4398,quà tặng quảng_cáo,"[0, 0, 0, 0, 1, 0, 0]"
4399,dong goi san pham dep sua date xa,"[1, 0, 0, 0, 0, 1, 0]"
4400,xài ok mua 4,"[0, 0, 0, 1, 0, 0, 0]"
4401,giao hàng củ,"[0, 0, 0, 0, 1, 0, 0]"
4402,giao hàng nhanh cảm_thấy hài_lòng giá rẻ shopee,"[1, 1, 0, 0, 0, 0, 0]"
4403,mua ok,"[0, 0, 0, 0, 0, 0, 1]"
4404,sờ cảm_giác mỏng hàng mua ở đại_lí gần nhà ng phản_ánh như_ r tại_sao,"[0, 0, 0, 0, 0, 0, 1]"
4405,giao hang lâu,"[1, 0, 0, 0, 0, 0, 0]"
4406,thay ta cung ok nhin rat dep hi vong xai se on va chat luong,"[0, 0, 0, 0, 0, 0, 1]"
4407,sản_phẩm may đẹp hoạ_tiết dễ_thương hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
4408,tả mỏng dễ_thương con tè dùng ban_ngày hợp,"[0, 0, 0, 1, 0, 0, 0]"
4409,sữa nguyên tem date mới tặng_phẩm ủng_hộ dài_dài,"[0, 0, 1, 0, 1, 1, 0]"
4410,sp giao đúng hẹn đúng loại chất_lượng đảm_bảo tiếp_tục ủng_hộ,"[1, 0, 0, 1, 1, 0, 0]"
4411,sản_phẩm giống mô_tả đặt màu hồng xám giao nguyên màu hồng túi gia_công cẩu_thả nhãn_mác giống ảnh chụp loại gửi giá rẻ giá giảm,"[0, 0, 0, 0, 1, 0, 0]"
4412,to thoải_mái màu đẹp trông xịn xò,"[0, 0, 0, 1, 0, 0, 0]"
4413,hang cua sai cực_kì hai log se ug ho,"[0, 0, 0, 0, 0, 0, 1]"
4414,hàng tốt giá ưu_đãi mua hàng ớ yên_tâm về chất_lượng,"[0, 1, 0, 1, 0, 0, 0]"
4415,thấm hút tốt đệm mây hằn phần gần bẹn,"[0, 0, 0, 1, 0, 0, 0]"
4416,bỉm đẹp thấm hút tốt tuy_nhiên hàng giao bao_bì cũ bẩn đặc_biệt bỉm dễ rách phần lưng dùng rách đấy bít bỉm cũ,"[0, 0, 0, 1, 0, 1, 0]"
4417,hình sản_phẩm mẫu mới gửi hàng mẫu cũ,"[0, 0, 0, 0, 1, 0, 0]"
4418,hàng chất_lượng tặng gấu bông thương,"[0, 0, 0, 1, 1, 0, 0]"
4419,tã thấm hút tệ bé tè xong 10 15p ẩm_ướt mặc tã canh_chừng con tè xong thay tã sợ ẩm_ướt sinh vi_khuẩn hại da con sơ_sinh luôn tin_dùng bobby nay loại mới làm thất_vọng,"[0, 0, 0, 1, 0, 0, 0]"
4420,khăn mỏng giặt mềm khô_cứng chắc mua đâu,"[0, 0, 0, 1, 0, 0, 0]"
4421,ta thâm hút mat nhung hạt li_ti trong miếng lót dính mông bé,"[0, 0, 0, 1, 0, 0, 0]"
4422,chất_liệu ok bé thích kiểu xinh lắm,"[0, 0, 0, 1, 0, 0, 0]"
4423,hàng nhẹ mềm bé thích thấm hút tốt vón cục,"[0, 0, 0, 1, 0, 0, 0]"
4424,giao kg đúng màu hết,"[0, 0, 0, 0, 1, 0, 0]"
4425,dù chọn chế_độ giao now 3h đến 10h sáng hôm mới giao liên_lạc cskh biết đặt_hàng 13 00 giao ngày hôm thực_sự thất_vọng vì_vậy mục ghi_chú đối_với khách đặt 13 00 đc giao hôm khách quyết_định tốt,"[1, 0, 0, 0, 0, 0, 0]"
4426,tả dùng ok giá_cả tốt hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
4427,nhìn_chung hàng cao_cấp nhất bobby cứng bỉm dày thấm hút bình_thường mua hết mấy dòng bỉm nhật mặc_dù giá ngang nhau,"[0, 0, 0, 1, 0, 0, 0]"
4428,đóng_gói kĩ giao hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
4429,hài_lòng đêm tràn bỉm,"[0, 0, 0, 1, 0, 0, 0]"
4430,tốt toàn đặt tã bé giá tốt giao hàng nhanh,"[1, 1, 0, 0, 0, 0, 0]"
4431,giao hàng nhanh mua sử_dụng ý_kiến về sp,"[1, 0, 0, 0, 0, 0, 0]"
4432,sản_phẩm đẹp đường mai chắc_chắn màu ảnh logo to,"[0, 0, 0, 1, 0, 0, 0]"
4433,sp chất_lượng đóng_gói cẩn_thận nhanh_chóng,"[1, 0, 0, 1, 0, 0, 0]"
4434,tốt giao hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
4435,sữa nhanh tan ngọt nhẹ,"[0, 0, 0, 1, 0, 0, 0]"
4436,bìa sách gãy cong làm cuốn sách xấu hẳn,"[0, 0, 0, 0, 0, 0, 0]"
4437,tã thấm hút tốt chảy xệ,"[0, 0, 0, 1, 0, 0, 0]"
4438,sản_phẩm sử_dụng tốt bé hăm giao hàng nhanh,"[1, 0, 0, 1, 0, 1, 0]"
4439,tã _vẻ dày mềm mua loại jumbo loại thường khác nhau,"[0, 0, 0, 1, 0, 0, 0]"
4440,re xai ok lam nhe cac me,"[0, 1, 0, 1, 0, 0, 0]"
4441,làm_ăn chẩn uy tính mua hàng thi co tặng quà giao hàng chẩn đâu con diện lý_do nay nọ lam z ai dám mua nua,"[0, 0, 0, 0, 1, 0, 0]"
4442,tốt sản_phẩm cao_giá,"[0, 1, 0, 1, 0, 0, 0]"
4443,size to đúng số g dễ tràn rõ đáy dài hở dễ tràn tè đến héo ướt hoặc nhún nhầy tràn xl ôm ổn lỡ ngủ quên huya đến sáng ổn,"[0, 0, 0, 1, 0, 0, 0]"
4444,sản_phẩm sd ok hạn sd dài,"[0, 0, 0, 1, 0, 1, 0]"
4445,mới nhận hàng hồi chiều thất_vọng về sản_phẩm màu giống hình khoá nhu hình chất vải khoá đẹp muốn đổi trả hàng,"[0, 0, 0, 1, 0, 0, 0]"
4446,nhà_cung_cấp đóng_gói sản_phẩm kỹ_lưỡng giao hàng siêu nhanh,"[1, 0, 0, 0, 0, 0, 0]"
4447,minh phần quà tăng giao,"[0, 0, 0, 0, 1, 0, 0]"
4448,sản_phẩm gia định thường dùng bé,"[0, 0, 0, 0, 0, 0, 1]"
4449,mua tã pamper giá rẻ giảm_giá giao hàng nhanh tã pamer mới thấm hút tốt khg tràn bé khg hâm,"[1, 1, 0, 1, 0, 1, 0]"
4450,giao hàng cực nhanh đặt_hàng hôm blackfriday nhận ngày hôm dùng rõ chất_lượng,"[1, 0, 0, 0, 0, 0, 0]"
4451,sản_phẩm giống hình chất_lượng tốt,"[0, 0, 1, 1, 0, 0, 0]"
4452,bình_thường m mua giao hàng nhanh biết đợt dịch_bệnh giao lâu m chờ đc đi mua tạm ở ngoài về dùng đỡ,"[1, 0, 0, 0, 0, 0, 0]"
4453,rẻ xịn êm luôn mua nhanh mn ơi,"[0, 1, 0, 1, 0, 0, 0]"
4454,êm giao hàng nhanh ok,"[1, 0, 0, 1, 0, 0, 0]"
4455,hài_lòng giống mô_tả,"[0, 0, 1, 0, 0, 0, 1]"
4456,tặng giỏ mẹ bé nhận đc giỏ mẹ giống lừa_đảo,"[0, 0, 0, 0, 1, 0, 0]"
4457,hay mau ở dùng sp ok,"[0, 0, 0, 1, 0, 0, 0]"
4458,mấy mẹ đừng mua tả ở conyeugiasi nhé làm_ăn thiếu uy_tín chuyên_nghiệp tả goon chương_trình km đổi tem lấy quà tự_ý cắt tem trực_tiếp gói tả dán hình khác nhằm che mắt khách_hàng e thật_sự thất_vọng về kiểu làm xem_xét đối_tác bán hàng nhé,"[0, 0, 0, 0, 1, 0, 0]"
4459,lúc_nào cũg giao hàng sớm dự_kiến yêu,"[1, 0, 0, 0, 0, 0, 0]"
4460,nhà 2bé tin_dùng pampers loại pampers mới bất_ngờ bỉm mềm vạch báo thuận_tiện giá_cả hợp_lý bên giao hàng đóng_gói cẩn_thận,"[1, 1, 0, 1, 0, 0, 0]"
