,text,label
1183,giao hàng nhanh 3 mua bỉm shop ủng_hộ shop dài_dài,"[1, 0, 0, 0, 0, 0, 0]"
1184,chất_lượng sản_phẩm tốt đóng_gói cẩn_thận ủng_hộ shop,"[1, 0, 0, 1, 0, 0, 0]"
1185,mua n nha xu sữa shop chuẩn,"[0, 0, 0, 0, 0, 0, 0]"
1186,mua nờ đóng_gói sản_phẩm đejp chắc_chắn giao hàng nhanh chát_lượng satn phẩm tuyệt_vời rẻ mua miêkt mài mua shop kdkd kckr ochz kdn dke xk ckve kd kgvd lsj ekhd kì không dkibe glje c keb x,"[1, 1, 0, 1, 0, 0, 0]"
1187,chất_lượng sản_phẩm tốt giao hàng,"[1, 0, 0, 1, 0, 0, 0]"
1188,shop giao nhanh đóng chống sốc cẩn_thận cám_ơn shop,"[1, 0, 0, 0, 0, 0, 0]"
1189,giao đúng như mẫu hạn chưa thử không bk như lười chụp tạm ảnh,"[1, 0, 1, 0, 0, 1, 0]"
1190,giao hàng gói cẩn_thận sx 4 vành đế hoen_rỉ hi_vọng hàng chuẩn,"[1, 0, 0, 0, 0, 0, 0]"
1191,hàng chuẩn hạn đầu mua hài_lòng ủng_hộ,"[0, 0, 1, 0, 0, 1, 0]"
1192,đóng_gói chắc_chắn tem mác đầy_đủ hướng_dẫn tiếng việt giao hàng nhanh_chóng,"[1, 0, 1, 0, 0, 0, 0]"
1193,mua gia tien 2 bịch mặc ban_đêm tràn,"[0, 1, 0, 1, 0, 0, 0]"
1194,ổn z shop,"[0, 0, 0, 1, 0, 0, 1]"
1195,bỉm_ok,"[0, 0, 0, 1, 0, 0, 0]"
1196,sữa hạn 8 / 9 như shop bọc hàng chắc_chắn oke giá rẻ,"[1, 1, 0, 0, 0, 1, 0]"
1197,shop giao hàng vận_chuyển sữa mong mãi sữa chất_lượng ok hy_vọng mua shop giao nhanh 2 2 không sữa uống,"[1, 0, 0, 1, 0, 0, 0]"
1198,10 giao hàng đầy_đủ ủng_hộ,"[1, 0, 0, 0, 0, 0, 0]"
1199,chất_lượng sản_phẩm tốt ủng_hộ shop đóng_gói sản_phẩm oke,"[1, 0, 0, 1, 0, 0, 0]"
1200,dóng gói cẩn_thận chắc_chắn chưa chữa chất_lượng,"[1, 0, 0, 0, 0, 0, 0]"
1201,hộp giấy f đựng hộp mejji trvia uốgn sữa hợp không chê,"[0, 0, 0, 0, 0, 0, 0]"
1202,đóng_gói sản_phẩm chắc_chắn giao hàng đúng ship hàng nhanh,"[1, 0, 0, 0, 1, 0, 0]"
1203,ok mua tiếp hơi móp không,"[1, 0, 0, 0, 0, 0, 0]"
1204,đóng_gói cẩn hàng nhanh hạn tốt,"[1, 0, 0, 0, 0, 1, 0]"
1205,hàng đóng_gói cẩn_thận nguyên_vẹn không móp méo 3 hộp 3 hạn chia thành 2 2021 2022 mẫu_mã hộp hạn 2021 hộp bé 2 hộp hạn 202 hơi mẫu 2021 ko check sản_phẩm chuẩn không hơi lăn_tăn xíu,"[1, 0, 1, 0, 0, 1, 0]"
1206,giao đúng gói ổn,"[1, 0, 0, 0, 0, 0, 0]"
1207,hàng okay dịch_vụ shop không rõ_ràng,"[0, 0, 0, 1, 1, 0, 0]"
1208,mua 2 hơi móp xíu vận_chuyển shop đóng_gói kỷ shop nha,"[1, 0, 0, 0, 0, 0, 0]"
1209,mua shop lắm xu lắm,"[0, 0, 0, 0, 0, 0, 1]"
1210,sữa móp hạn hơi vận_chuyển nhanh,"[1, 0, 0, 0, 0, 1, 0]"
1211,hàng giao chậm chất_lượng giá_thành shop tốt sản_phẩm tốt mua shop ủng_hộ tiếp,"[1, 1, 0, 1, 0, 0, 1]"
1212,giao hàng nhanh đóng_gói hàng cẩn_thận giá rẻ hàng chuẩn,"[1, 1, 1, 0, 0, 0, 0]"
1213,giao hàng nhanh bỉm mỏng giá tiền 🤗,"[1, 1, 0, 1, 0, 0, 0]"
1214,mua oke,"[0, 0, 0, 0, 0, 0, 1]"
1215,hàng ship cộng đồ siêu nhanh 6h tối 9h r shop bọc gói kỹ hạn chưa móp không giá sale cộng thái_độ phục_vụ như xứng_đáng 5 ☆ thanks_shop,"[1, 1, 0, 0, 1, 1, 0]"
1216,sữa thơm béo bé giao hàng nhanh đúng hàng cám_ơn shop,"[1, 0, 1, 1, 0, 0, 0]"
1217,mua 3 shop giao hàng nhanh đóng_gói cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
1218,giao hàng sản_phẩm,"[1, 0, 0, 0, 0, 0, 0]"
1219,hàng giao nhanh mẫu_mã bao_bì bỉm mỏng oki,"[1, 0, 0, 1, 0, 0, 0]"
1220,đóng_gói hàng cẩn_thận giao hàng siêu nhanh đặt_hàng hôm hôm lun uống sữa milo úc ngon milo việt_nam thank shop,"[1, 0, 0, 1, 0, 0, 0]"
1221,chất_lượng sản_phẩm tuyệt_vời giao hàng nhanh đóng_gói sản_phẩm chắc_chắn hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1222,giao hàng nhanh ủng_hộ shop tiếp đóng_gói cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
1223,chất_lượng sản_phẩm ok đóng_gói phục_vụ nhiệt_tình,"[1, 0, 0, 1, 1, 0, 0]"
1224,sữa không dán tem friso không an_tâm lắm 😬,"[0, 0, 1, 0, 0, 0, 0]"
1225,chat luong tot lam minh mua may lan cua shop roi toan canh flash sale de mua,"[0, 0, 0, 1, 0, 0, 0]"
1226,hộp giấy tiện_lợi hộp 4 túi hộp chắc_chắn mất 5p hộp giấy đóng_gói hộp không móp méo giao hàng nhanh 5,"[1, 0, 0, 0, 0, 0, 1]"
1227,giá_cả rẻ chưa không chất_lượng lượt mua ủng_hộ giao hàng nhanh như gió 🥰,"[1, 1, 0, 0, 0, 0, 0]"
1228,mua giao hàng nhanh_thấm hút sở_hữu dáng tỉ_lệ chuẩn vòng eo gọn gương_mặt xinh_đẹp đời ngoại_hình lisa nổi_bật y hình nha mua,"[0, 0, 1, 1, 0, 0, 0]"
1229,chất_lượng sản_phẩm y hình giao hàng nhanh,"[1, 0, 1, 0, 0, 0, 0]"
1230,hàng chất_lượng tốt đóng_gói cẩn_thận tiền ủng_hộ thank shop,"[1, 0, 0, 1, 0, 0, 0]"
1231,chất_lượng sản_phẩm tuyệt_vời giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
1232,đóng_gói chèn xốp cẩn_thận hộp không móp méo 4 to 4 2019 check mã_vạch hàng chuẩn 2 mua sữa shop,"[1, 0, 1, 0, 0, 0, 0]"
1233,hàng đóng_gói đảm_bảo hộp không mốp méo ! nhưnh hạn hơi,"[1, 0, 0, 1, 0, 1, 0]"
1234,thử lon ổn mua lon lớn đầu mua shop hy_vọng chất_lượng tốt,"[0, 0, 0, 0, 0, 0, 1]"
1235,hàng oke nha giá_cả hợp_lý hàng oke nha giá_cả hợp_lý hàng oke nha giá_cả hợp_lý hàng oke nha giá_cả hợp_lý hàng oke nha giá_cả hợp_lý hàng oke nha giá_cả hợp_lý hàng oke nha giá_cả hợp_lý hàng oke nha giá_cả hợp,"[0, 1, 0, 1, 0, 0, 0]"
1236,đầu mua sữa online giá rẻ mua siêu_thị hộp sữa độ thơm sữa không hộp sưa mik mua sthi,"[0, 1, 0, 1, 0, 0, 0]"
1237,đúng mẫu hàng hãng nắp nhựa khui mã pin nguyên,"[0, 0, 0, 0, 0, 0, 1]"
1238,shop tư_vấn nhiệt_tình đóng_gói cẩn_thận ủng_hộ tiếp,"[1, 0, 0, 0, 1, 0, 0]"
1239,sp như mô_tả mua đầu hy_vọng tốt mua tiếp hình_ảnh tính_chất xu,"[0, 0, 1, 0, 0, 0, 0]"
1240,hình_ảnh tính_chất xu nha,"[0, 0, 0, 0, 0, 0, 0]"
1241,đóng_gói sản_phẩm chắc_chắn chất_lượng sản_phẩm tuyệt_vời,"[1, 0, 0, 1, 0, 0, 0]"
1242,giao hàng nhanh giá rẻ kiểm_tra mã_vạch,"[1, 1, 1, 0, 0, 0, 0]"
1243,hạn đóng_gói cẩn_thận giao hàng hơi hi_vọng hàng chuẩn,"[1, 0, 0, 0, 0, 1, 0]"
1244,shop goi hàng can rat tot,"[1, 0, 0, 1, 0, 0, 0]"
1245,shop đóng_gói hàng kỹ giao hàng nhanh giá tốt hạn_dùng mua nhu_cầu,"[1, 1, 0, 0, 0, 1, 0]"
1246,hàng rùi shop hàng giao nhanh đúng như thông_tin sản_phẩm 7 / 2021 ủng_hộ shop nha,"[1, 0, 1, 0, 0, 1, 0]"
1247,đầu mua sữa shoppe shop bao_bì mẫu_mã oke chưa mỡ hộp gửi shop,"[0, 0, 0, 0, 0, 0, 1]"
1248,hàng giao nhanh đóng_gói chèn xốp cẩn_thận kỹ_càng mua shop hi_vọng hàng chuẩn,"[1, 0, 0, 0, 0, 0, 0]"
1249,hộp móp xí ok hehe,"[1, 0, 0, 0, 0, 0, 0]"
1250,mua 2 hộp 1 hộp tem giá 1 hộp ko 2 hộp 2 hạn hạn ok tem chống hàng giả hãm hộp tem như bóc dán không tem test thử sữa oke trừ 1 sữa thơm vị sữa,"[0, 0, 1, 1, 0, 1, 0]"
1251,cân gấp shop book now siêu nhanh,"[0, 0, 0, 0, 0, 0, 0]"
1252,sữa oke giao hàng nhanh hsnj,"[1, 0, 0, 0, 0, 0, 0]"
1253,giao hàng nhanh tư_vấn nhiệt_tình đóng hói sản_phẩm cẩn_thận áo đẹp,"[1, 0, 0, 0, 1, 0, 0]"
1254,giao hàng nhanh sản_phẩm tốt gia hợp_lý,"[1, 1, 0, 1, 0, 0, 0]"
1255,t2 mua hàng shop mặc_dù shop gói kĩ hộp không móp méo hạn mng yên_tâm tin_tưởng mua hàng shop,"[1, 0, 0, 0, 0, 1, 0]"
1256,shop đóng hàng kĩ giao hàng nhanh uống thơm thơm ngậy ngậy mix milo,"[1, 0, 0, 1, 0, 0, 0]"
1257,đóng_gói cẩn_thận giao hàng nhanh ủng_hộ shop,"[1, 0, 0, 0, 0, 0, 0]"
1258,giao hàng chậm,"[1, 0, 0, 0, 0, 0, 0]"
1259,date_xa,"[0, 0, 0, 0, 0, 1, 0]"
1260,sản_phẩm_chất_lượng tuyệt_vời giao hàng nhanh_chóng shop,"[1, 0, 0, 1, 0, 0, 0]"
1261,vị socola nhóc chưa quen uống 60mil bố uống,"[0, 0, 0, 0, 0, 0, 1]"
1262,sữa bột hạn shop đóng_gói kỹ không móp méo balo chắc_chắn xịn sò mua,"[1, 0, 0, 0, 1, 1, 0]"
1263,chất_lượng sản_phẩm tuyệt_vời mua hàng siêu nhanh,"[1, 0, 0, 1, 0, 0, 0]"
1264,giao dúng sản_phẩm mua giá sale rẻ,"[0, 1, 0, 0, 0, 0, 0]"
1265,sản_phẩm tốt bỉm mỏng thấm hút oke mua ủng_hộ,"[0, 0, 0, 1, 0, 0, 0]"
1266,bé uống sữa hợp ăn_khỏe ngủ tốt không cân không da thịt mua 2,"[0, 0, 0, 1, 0, 0, 1]"
1267,giao hàng nhanh đóng_gói chắc_chắn hạn 202 oke,"[1, 0, 0, 0, 0, 1, 0]"
1268,sữa chất_lượng giá tốt ủng_hộ,"[0, 1, 0, 1, 0, 0, 0]"
1269,giao đúng size giao hàng nhanh mua sản_phẩm thanks shop,"[1, 0, 0, 0, 0, 0, 0]"
1270,đóng_gói cẩn_thận hộp sữa hơi móp,"[1, 0, 0, 0, 0, 0, 0]"
1271,giao hàng siêu nhanh bọc hàng cẩn_thận giá chỗ m tốt hi_vọng hàng chuẩn ủng_hộ shop,"[1, 1, 0, 0, 1, 0, 0]"
1272,6 hộp chưa cân hợp_tác tốt,"[0, 0, 0, 0, 0, 0, 1]"
1273,check mã_vạch đúng sản_phẩm mẫu_mã màu sữa hơi chỗ mua không 2019 2020 mẫu ko ?,"[0, 0, 1, 0, 0, 0, 0]"
1274,xu mua n kẻ ủng_hộ,"[0, 0, 0, 0, 0, 0, 1]"
1275,nhanh nhiệt_tình,"[1, 0, 0, 0, 1, 0, 0]"
1276,mua n shop mong hàng chất_lượng ủng_hộ shop,"[0, 0, 0, 0, 0, 0, 1]"
1277,giao hàng nhanh đóng_gói cẩn_thận mua đầu chưa chưa shop 5,"[1, 0, 0, 0, 0, 0, 0]"
1278,mua shop 2 shop gói hàng kỹ giao hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
1279,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chắc_chắn shop phục_vụ tốt tiền giao hàng nhanh,"[1, 0, 0, 1, 1, 0, 0]"
1280,mượn tạm hình_ảnh bé bú mẹ không uống sữa nì dị_ứng phản_ứng ko,"[0, 0, 0, 0, 0, 0, 1]"
1281,chất_lượng sản_phẩm hàng gói cẩn shop 5,"[1, 0, 0, 1, 1, 0, 0]"
1282,hàng giao hàng nhanh đóng_gói cẩn_thận chất_lượng sản_phẩm giá tiền chưa chưa chất_lượng oke ủng_hộ,"[1, 0, 0, 0, 0, 0, 0]"
1283,hướng_dẫn đồ leona mùa 1 guide sp bảng ngọc bổ_trợ leona trang_bị đánh mạnh top build ful tank siêu trâu cao_thủ pro kỹ_năng cộng_phép bổ_trợ,"[0, 0, 0, 0, 0, 0, 0]"
1284,sp đóng_gói cẩn_thận hạn 2022 vote 5 shop,"[1, 0, 0, 0, 0, 1, 0]"
1285,sản_phẩm tốt giao hàng nhanh đóng_gói kĩ hàng giao không móp méo giá_cả tốt chất_lượng một tốt không thời_hạn không lo không kịp hạn,"[1, 1, 0, 0, 0, 0, 0]"
1286,giao hang nhanh sữa ngon bé hộp hơi méo chút không ảnh_hưởng chất_lượng sữa ủng_hộ shop dài_dài,"[1, 0, 0, 1, 0, 0, 0]"
1287,oke giao hàng hơi mk đợi mãi ms sản_phẩm chất_lượng tốt,"[1, 0, 0, 1, 0, 0, 0]"
1288,hình_ảnh video tc họa_nhận su đóng_gói sản_phẩm chắc_chắn mua giá sale,"[1, 1, 0, 0, 0, 0, 0]"
1289,giao hàng nhanh tư_vấn nhiệt_tình bé chưa uống hi_vọng bé ủng_hộ shop tiếp bé hợp_tác 💖,"[1, 0, 0, 0, 1, 0, 0]"
1290,chất_lượng sản_phẩm tốt khâu bọc đóng_gói siêu chắc_chắn hợp móp méo chút không thành hikid dê mùo ngậy pha đặc 2 loại mua shop,"[0, 0, 0, 1, 0, 0, 0]"
1291,okela 😁 sản_phẩm_chất_lượng giao đủ lắm 5 kí_tự nè,"[0, 0, 0, 1, 0, 0, 0]"
1292,bé bỉm quen rùi ưng loại bỉm không dày mềm bé tè ít không lo tràn,"[0, 0, 0, 1, 0, 0, 0]"
1293,giao hàng nhanh đóng_gói chắc_chắn chất_lượng tốt hạn,"[1, 0, 0, 1, 0, 1, 0]"
1294,giao hàng nhanh đóng_gói sản_phẩm cẩn_thận ủng_hộ shop,"[1, 0, 0, 0, 0, 0, 0]"
1295,giao hàng nhanh đặt_hàng 6h tối đóng_gói gửi nowship,"[1, 0, 0, 0, 0, 0, 0]"
1296,tính_chất,"[0, 0, 0, 0, 0, 0, 1]"
1297,sản_phẩm tốt giao jafng đúng hẹn hài_lòng sản_phẩm ủng_hộ,"[1, 0, 0, 0, 0, 0, 0]"
1298,hộp t5 shop,"[0, 0, 0, 0, 0, 0, 1]"
1299,hình_ảnh kiếm xu,"[0, 0, 0, 0, 0, 0, 0]"
1300,chất_lượng tốt đêm không tràn 😊,"[0, 0, 0, 1, 0, 0, 0]"
1301,sữa uống thơm ngon không như milo việt bé ủng_hộ shop,"[0, 0, 0, 1, 0, 0, 0]"
1302,mua 2 hợp_tác uống sữa sữa ngon thơm lắm hàng oke,"[0, 0, 0, 1, 0, 0, 0]"
1303,shop giao hàng nhanh đóng_gói cẩn_thận date 202 đủ tem nguyên hộp,"[1, 0, 1, 0, 0, 1, 0]"
1304,giao hàng nhanh bọc gói cẩn_thận chất_lượng sản_phẩm oki oki,"[1, 0, 0, 1, 0, 0, 0]"
1305,gjfb g v v vnvn n f fncncv,"[0, 0, 0, 0, 0, 0, 0]"
1306,date xã đóng_gói cẩn_thận chưa chưa bé cân không ủng_hộ shop,"[1, 0, 0, 1, 0, 0, 0]"
1307,shop giao hàng nhanh đóng_gói chắc_chắn chưa chưa chất_lượng chất_lượng oke ủng_hộ shop dài_dài,"[1, 0, 0, 0, 0, 0, 0]"
1308,mua 3 uống tiêu_hóa tốt không bón sữa sp rẻ chất_lượng hàng check hãng ng yên_tâm mua !,"[0, 1, 1, 1, 0, 1, 0]"
1309,sản_phẩm tốt hãng shop phục_vụ tốt đóng hàng nhanh gửi hàng nhanh,"[1, 0, 1, 1, 1, 0, 0]"
1310,hàng chuẩn hạn giá rẻ shop giao hàng siêu nhanh hài_lòng ủng_hộ shop,"[1, 1, 1, 1, 0, 1, 0]"
1311,giao hàng nhanh hộp không móp méo,"[1, 0, 0, 0, 0, 0, 0]"
1312,hộp đẹp chưa bé uống chưa cảm_nhận,"[0, 0, 0, 0, 0, 0, 1]"
1313,mua t2 shop họp sữa sữa,"[0, 0, 0, 0, 0, 0, 1]"
1314,sữa tốt vị hợp_tác sữa tốt vị hợp_tác,"[0, 0, 0, 1, 0, 0, 0]"
1315,sản_phẩm tốt giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
1316,shop hàng chuẩn chất_lượng tốt ng dễ_thương giao hàng nhanh ủng_hộ shop lâu_dài,"[1, 0, 1, 1, 1, 0, 0]"
1317,mua hàng 3 2 hộp hơi móp chút nhug may không nắp ủng_hộ shop !,"[1, 0, 0, 0, 0, 0, 0]"
1318,3 hộp 1 hộp móp có_lẽ shop cố_tình gửi hàng móp thùng sữa chèn sốp kỹ không vận_chuyển,"[1, 0, 0, 0, 1, 0, 0]"
1319,sữa tốt nha mua lắm ưng lắm,"[0, 0, 0, 1, 0, 0, 1]"
1320,giao hàng nhanh đóng_gói sản_phẩm cẩn_thận chất_lượng sản_phẩm tốt,"[1, 0, 0, 1, 0, 0, 0]"
1321,giao hàng nhanh hạn,"[1, 0, 0, 0, 0, 1, 0]"
1322,mua t3 hài_lòng shop giao hàng nhanh tối hôm hôm,"[1, 0, 0, 0, 0, 0, 0]"
1323,hàng như gói cẩn thử mẫu_mã như mẫu,"[1, 0, 1, 0, 0, 0, 0]"
1324,chủ shop tư_vấn nhiệt shop không,"[0, 0, 0, 0, 1, 0, 0]"
1325,chưa kb sữa ngon khoing review tốt giao hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
1326,hàng tặng kèm xinh ủng_hộ tiếp giao siêu nhanh,"[1, 0, 0, 0, 1, 0, 0]"
1327,mua hai hài_lòng shop đóng_gói cẩn_thận hộp sữa hạn tận 202 sữa giá rẻ mua cửa_hàng chất_lượng sữa_mát như sữa mẹ bé uống không táo_bón hợp bé shop mua uy_tín không bàn mua dài_dài,"[1, 1, 0, 1, 0, 1, 0]"
1328,hàng mua sale giá siêu rẻ ngon hàng mua sale giá siêu rẻ ngon,"[0, 1, 0, 0, 0, 0, 0]"
1329,giao hàng nhanh đóng_gói cẩm thận,"[1, 0, 0, 0, 0, 0, 0]"
1330,chất_lượng sản lhaamr tuyệt_vời đóng_gói đẹp chắc_chắn nnnjmn,"[1, 0, 0, 1, 0, 0, 0]"
1331,be there at seven and you can get the money to me and you wil be able to get it to me haha,"[0, 0, 0, 0, 0, 0, 0]"
1332,sản_phẩm y hình đóng_gói không móp méo túi_tiền ủng_hộ,"[1, 1, 1, 0, 0, 0, 0]"
1333,shop giao hàng nhanh hôm_nay mai gói hàng cẩn_thận mẫu_mã hộp mua hi_vọng chất_lượng tốt,"[1, 0, 0, 0, 0, 0, 0]"
1334,now ship hàng siêu nhanh mua n shop sữa tốt hạn,"[1, 0, 0, 1, 0, 1, 0]"
1335,shop gói hàng cẩn_thận giao hàng nhanh tv uống sữa đỡ táo hẳn,"[1, 0, 0, 0, 0, 1, 0]"
1336,sữa hịn mua quen shop trộm_vía bé lên_cân tốt hợp sữa,"[0, 0, 0, 1, 0, 0, 0]"
1337,hình_ảnh nét màu_sắc_đẹp giao hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
1338,giao hàng ok giá rẻ thị_trường ben tết ma không co quà tặng mua shop mấy,"[1, 1, 0, 1, 1, 0, 0]"
1339,giao hàng nhanh sữa hạn mùi_vị thơm ngon giá tốt shop phụ vụ tận_tình bọc hàng cẩn_thận ủng_hộ shop tiếp,"[1, 1, 0, 0, 1, 1, 0]"
1340,bỉm mỏng nhưg chưa không chất_lượng thấm hút oke dòng gold sữ ủng_hộ shop dài_dài,"[0, 0, 0, 1, 0, 0, 1]"
1341,sảm phẩm tốt vheck mã_vạch shop tư_vấn chi_tiết bé m sảm phẩm tốt vheck mã_vạch shop tư_vấn chi_tiết bé m,"[0, 0, 1, 1, 1, 0, 0]"
1342,sản_phẩm tốt giá tốt giao hàng nhanh mua giá flash sale shop đóng_gói đẹp chắc_chắn hạn,"[1, 1, 0, 1, 0, 1, 0]"
1343,đóng_gói chắc_chắn chưa chưa chất_lượng sản_phẩm date mua giá sale 841k,"[1, 1, 0, 0, 0, 1, 0]"
1344,sữa ngon bé shop nhiệt_tình gói hàng kĩ,"[0, 0, 0, 0, 0, 0, 0]"
1345,mua shop ủng họp shop lâu_dài,"[0, 0, 0, 0, 0, 0, 1]"
1346,sữa tốt đóng_gói cẩn_thận,"[1, 0, 0, 1, 0, 0, 0]"
1347,hàng chuẩn mua giao hàng siêu nhanh ưng phục_vụ shop,"[1, 0, 1, 0, 1, 0, 0]"
1348,đóng_gói cẩn_thận giao hàng nhanh_chóng sữa sản_phẩm uy_tín mẹ yên_tâm shop phục_vụ,"[1, 0, 1, 0, 0, 0, 0]"
1349,mua sữa cửa_hàng,"[0, 0, 1, 0, 0, 0, 0]"
1350,giao hàng nhah mua sale rẻ chút,"[1, 1, 0, 0, 0, 0, 0]"
1351,đóng_gói sản_phẩm chắc_chắn tem nhập_khẩu date 7 / 2021 mong shop gửi hạn,"[1, 0, 1, 0, 0, 1, 0]"
1352,hộp va_đập mạnh vận_chuyển,"[1, 0, 0, 0, 0, 0, 0]"
1353,rẻ mua một xíu chưa check kax vạch đánh tốt yên_tâm,"[0, 1, 0, 0, 0, 0, 0]"
1354,shop giao hàng nhanh sữa đầy_đủ tem chống hàng giả yên_tâm,"[1, 0, 1, 0, 0, 0, 0]"
1355,tg giao hàng hơi đóng_gói sản_phẩm chắc_chắn,"[1, 0, 0, 0, 0, 0, 0]"
1356,mẫu polo phục_vụ ae nhanh 20 % ae đơn hôm_nay chất_liệu co_dãn mềm_mại thấm hút mồ tay_vợt ưu_đãi ❤ ️ ❤ ️ ❤ ️,"[0, 0, 0, 0, 0, 0, 0]"
1357,sua oke lai cok duoc trung shop nhiu e se mua_ung ho nua,"[0, 0, 0, 0, 0, 0, 1]"
1358,lượt mua mua nhận_xét tính_chất xu hihi,"[0, 0, 0, 0, 0, 0, 1]"
1359,hàng hạn tốt,"[0, 0, 0, 1, 0, 1, 0]"
1360,san pham tot gia ca hop cb don hang nhanh goi hang luong sua tot beo thom se tiep tuc_ung_ho,"[0, 0, 0, 0, 0, 0, 0]"
1361,hàng đóng_gói sản_phẩm đẹp chắc_chắn shop,"[1, 0, 0, 0, 0, 0, 0]"
1362,mua shop thử đổi sữa bé tv bé đi_ngoài không tao mong hợp thank_c,"[0, 0, 0, 0, 0, 1, 0]"
1363,bỉm oke tràn ! mng lùi 1 kích_thước bỉm 😢,"[0, 0, 0, 1, 0, 0, 0]"
1364,sản_phẩm đúng hình_ảnh shop giá_thành sản_phẩm như chất_lượng tốt,"[0, 1, 0, 1, 0, 0, 0]"
1365,mua 2 oke,"[0, 0, 0, 0, 0, 0, 1]"
1366,hàng ok ung hộ shop,"[0, 0, 0, 1, 0, 0, 1]"
1367,giao hàng nhanh bọc gói hàng cẩn_thận giá_thành giá tiền,"[1, 1, 0, 0, 0, 0, 0]"
1368,giao hàng nhanh sữa đúng loại mẫu_mã mua đợt sale 1 chút tội shop mua 3 hộp : ),"[1, 1, 1, 0, 0, 0, 0]"
1369,giao hàng nhanh đóng_gói xốp chèn hộp mốp nhẹ date mong_shop đúng sữa hãng không phân_biệt giả,"[1, 0, 0, 1, 0, 1, 0]"
1370,sữa đóng_gói cẩn_thận bọc xốp va_đập hạn chưa chưa bóc hy_vọng đồ_dùng con_nít đồ uy_tín,"[1, 0, 0, 0, 0, 1, 0]"
1371,hàng chất gói ok ủng_hộ,"[1, 0, 0, 1, 0, 1, 0]"
1372,bhhb,"[0, 0, 0, 0, 0, 0, 0]"
1373,mua 4 ưng,"[0, 0, 0, 0, 0, 0, 1]"
1374,hình_ảnh tính_chất minh_hoạ nha da ủng mua sữa shop hi_vọng lễ bé quà nha,"[0, 0, 0, 0, 0, 0, 1]"
1375,ủng_hộ shop 5 tin_tưởng mong shop làm_ăn hàng hàng không móp sữa oke,"[0, 0, 0, 0, 0, 0, 1]"
1376,giá sữa 24 tùy_hỷ ? nắm luật ko ?,"[0, 0, 0, 0, 0, 0, 1]"
1377,mua sản_phẩm shop sp chất_lượng,"[0, 0, 0, 1, 0, 0, 0]"
1378,sản_phẩm tốt hạn 202 shop đóng_gói sản_phẩm chắc_chắn hài_lòng,"[1, 0, 0, 1, 0, 1, 0]"
1379,mua 3 ưng cm ơn shop,"[0, 0, 0, 0, 0, 0, 1]"
1380,hàng mal cubgx ưng_ý nhanh gói kỹ đúng hàng ok nha,"[1, 0, 0, 0, 0, 0, 0]"
1381,giá sữa như giá xăng haizzz chậm chậm nhanh canh hoài chẳng giao hàng chậm,"[1, 1, 0, 0, 0, 0, 0]"
1382,shop giao hàng nhanh đóng_gói cẩn_thận giao đúng sản_phẩm hộp móp 1 tí không ảnh_hưởng mấy,"[1, 0, 0, 0, 0, 0, 0]"
1383,shop đóng_gói cẩn hàng phẩm hạn xa_tít_mù,"[1, 0, 0, 0, 0, 1, 0]"
1384,chất_lượng ổn shop bọc hàng kỹ giao hàng nhanh shop,"[1, 0, 0, 1, 0, 0, 0]"
1385,phẩm ok hợp túi_tiền phẩm ok hợp túi_tiền phẩm ok hợp túi_tiền phẩm ok hợp túi_tiền,"[0, 1, 0, 1, 0, 0, 0]"
1386,2 mua sản_phẩm shop sữa chuẩn uống hộp dấu_hiệu cân,"[0, 0, 1, 1, 0, 0, 0]"
1387,hài_lòng giá sữa sữa khan hàng giá đẩy,"[0, 1, 0, 0, 0, 0, 0]"
1388,đóng_gói sản_phẩm đẹp chắc_chắn giao hàng nhanh chất_lượng sản_phẩm tuyệt_vời ủng_hộ shop 😃,"[1, 0, 0, 1, 0, 0, 0]"
1389,giao hàng nhanh chất_lượng sản_phẩm tốt đóng_gói cẩn_thận,"[1, 0, 0, 1, 0, 0, 0]"
1390,giao hàng ☹ ️ tội_nghiệp shipper mưa_gió tối muộn đi ship,"[1, 0, 0, 0, 1, 0, 0]"
1391,mua 2 giao hàng nhanh đóng_gói cẩn_thận sản_phẩm tem nhãn phụ tiếng việt đầy_đủ shop,"[1, 0, 1, 0, 0, 0, 0]"
1392,shop hàng nhanh bọc sản_phẩm chắc_chắn shop,"[1, 0, 0, 0, 0, 0, 0]"
1393,giao hàng chậm !,"[1, 0, 0, 0, 0, 0, 0]"
1394,video tính_chất xu hihi vỏ gối lắm dày_dặn 👉 ngươgi mua,"[0, 0, 0, 0, 1, 0, 0]"
1395,bỉm hút tốt,"[0, 0, 0, 1, 0, 0, 0]"
1396,mua hàng cẩn rẻ hàng chất_lượng,"[1, 1, 0, 1, 0, 0, 0]"
1397,đóng_gói sữa tốt phát shop 5 hi_vọng bé uống hợp sữa ủng_hộ shop dài_dài 🥰,"[1, 0, 0, 0, 1, 0, 1]"
1398,sữa giá sữa nắp xanh nan,"[0, 1, 0, 0, 0, 0, 0]"
